Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Total_Delay,Overall_Service_Score,Class_encoded,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel
42,0.17593643586833144,3,3,3,3,1,4,1,1,1,1,2,3,1,1,0.23076923076923078,0.625,neutral or dissatisfied,17.0,1.5,0.0,0.0,0.0,1.0
45,0.4188422247446084,5,5,5,4,3,5,4,5,5,5,4,3,4,4,0.15384615384615385,1.0625,neutral or dissatisfied,23.0,4.2,2.0,1.0,1.0,0.0
43,0.03518728717366629,4,4,4,3,4,4,5,5,5,4,4,4,5,5,0.9230769230769231,0.25,satisfied,20.0,4.5,2.0,0.0,0.0,0.0
33,-0.16799091940976163,5,5,5,3,4,5,4,5,5,3,2,2,4,5,-0.15384615384615385,0.1875,satisfied,5.0,3.9,2.0,1.0,0.0,0.0
45,1.318955732122588,3,3,4,3,4,3,3,4,3,4,3,2,3,4,0.0,-0.0625,satisfied,3.0,3.3,2.0,1.0,0.0,0.0
37,1.0964812712826333,4,5,5,3,3,4,3,2,3,2,2,3,4,4,-0.23076923076923078,-0.0625,satisfied,0.0,3.0,2.0,1.0,0.0,0.0
33,-0.36322360953461974,4,5,5,2,3,5,5,5,5,4,5,3,5,4,0.0,0.3125,neutral or dissatisfied,9.0,4.3,2.0,0.0,1.0,1.0
36,-0.6095346197502838,2,2,1,3,2,1,1,2,1,2,2,3,2,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,1.9,0.0,1.0,0.0,1.0
43,0.06923950056753689,3,3,3,3,4,3,4,4,4,4,4,3,4,4,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.8,0.0,1.0,0.0,1.0
44,-0.4438138479001135,3,4,3,4,4,3,4,3,3,4,5,4,4,4,1.7692307692307692,1.5,neutral or dissatisfied,51.0,3.8,1.0,1.0,0.0,0.0
32,0.9250851305334846,4,3,3,4,4,4,3,4,4,3,5,4,3,3,1.0,-0.0625,satisfied,16.0,3.7,1.0,1.0,0.0,1.0
43,0.30192962542565266,4,5,3,4,3,4,2,2,2,2,5,3,2,2,-0.23076923076923078,-0.0625,satisfied,0.0,2.7,1.0,1.0,0.0,1.0
46,0.8274687854710556,4,3,5,4,4,5,5,5,5,3,4,4,5,5,0.15384615384615385,1.8125,neutral or dissatisfied,35.0,4.4,2.0,0.0,0.0,0.0
48,-0.8728717366628831,3,2,4,3,3,4,4,2,2,2,4,2,3,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.7,0.0,1.0,0.0,0.0
47,0.6492622020431328,2,5,3,2,1,2,3,2,3,1,4,4,3,3,2.269230769230769,1.5,neutral or dissatisfied,57.5,2.6,0.0,1.0,1.0,0.0
60,1.2599318955732122,4,3,3,4,3,4,2,2,2,2,3,2,2,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.5,2.0,1.0,0.0,0.0
50,-0.6004540295119183,4,4,4,1,4,4,5,5,4,5,4,4,5,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.5,2.0,1.0,0.0,0.0
70,-0.07037457434733257,3,2,4,2,4,3,4,4,2,4,3,5,3,3,-0.23076923076923078,-0.0625,satisfied,0.0,3.5,2.0,1.0,0.0,0.0
55,-0.4267877412031782,3,5,3,1,1,3,1,2,0,1,1,2,1,1,-0.07692307692307693,0.9375,neutral or dissatisfied,18.0,1.3,0.0,1.0,1.0,0.0
55,-0.0851305334846765,2,4,2,2,2,2,2,2,3,2,4,4,3,3,-0.15384615384615385,0.043655300614687254,neutral or dissatisfied,2.698484809834996,2.7,0.0,0.0,1.0,0.0
22,1.1725312145289444,2,2,2,3,3,3,3,3,3,3,5,4,3,3,1.5384615384615385,1.3125,satisfied,45.0,3.2,0.0,0.0,0.0,1.0
51,-0.8183881952326901,1,3,2,3,2,2,3,2,2,2,2,5,0,1,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.0,0.0,1.0,0.0,0.0
53,-0.1021566401816118,3,3,3,2,2,2,2,1,1,1,3,4,3,1,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.1,0.0,1.0,0.0,1.0
39,0.7650397275822929,4,3,4,2,4,4,4,4,5,4,5,5,5,4,2.269230769230769,1.75,neutral or dissatisfied,61.5,4.4,2.0,1.0,1.0,0.0
9,0.5312145289443814,3,3,3,3,4,3,4,3,5,3,4,3,4,4,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.7,0.0,0.0,0.0,1.0
7,2.093643586833144,4,5,4,4,5,4,5,5,4,5,3,2,5,5,0.6153846153846154,0.25,satisfied,16.0,4.3,2.0,1.0,0.0,1.0
36,0.5244040862656073,1,2,2,2,5,1,3,3,3,2,3,2,3,4,1.3846153846153846,0.875,neutral or dissatisfied,36.0,2.9,1.0,0.0,0.0,1.0
32,-0.24858115777525538,4,5,5,2,4,4,5,4,4,3,2,2,4,5,2.269230769230769,1.75,satisfied,61.5,3.7,2.0,0.0,0.0,0.0
18,0.6481271282633371,3,4,4,4,4,3,5,4,4,2,4,3,4,4,0.5384615384615384,-0.0625,satisfied,10.0,3.7,2.0,0.0,0.0,0.0
46,-0.6061293984108967,2,3,3,3,3,4,2,2,3,3,2,3,3,2,-0.23076923076923078,-0.0625,satisfied,0.0,2.5,1.0,0.0,0.0,0.0
23,-0.6118047673098751,4,4,5,3,5,4,3,4,4,3,5,3,4,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.0,2.0,0.0,0.0,0.0
15,-0.43246311010215666,4,5,3,4,1,5,2,2,2,2,3,5,2,2,0.38461538461538464,0.375,neutral or dissatisfied,15.0,2.5,0.0,1.0,1.0,1.0
71,-0.4301929625425653,3,2,2,3,4,2,4,5,4,4,2,4,3,4,-0.23076923076923078,-0.0625,satisfied,0.0,3.7,2.0,0.0,0.0,0.0
48,1.2690124858115777,1,3,2,3,1,2,1,2,2,1,3,2,2,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,1.7,0.0,1.0,0.0,0.0
34,-0.3620885357548241,3,4,2,5,3,3,2,1,2,0,3,3,1,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.0,0.0,1.0,0.0,1.0
19,0.6072644721906924,2,4,2,4,4,3,4,3,3,3,3,5,4,5,0.23076923076923078,0.1875,neutral or dissatisfied,10.0,3.6,2.0,0.0,1.0,0.0
27,0.637911464245176,3,2,2,2,2,2,2,3,2,2,2,2,3,2,-0.07692307692307693,-0.0625,satisfied,2.0,2.3,0.0,0.0,0.0,1.0
31,-0.5312145289443814,3,2,3,3,5,2,4,5,4,4,4,3,4,4,-0.07692307692307693,-0.0625,satisfied,2.0,4.0,2.0,0.0,0.0,0.0
32,0.5947786606129398,2,4,2,4,3,2,2,4,3,2,3,4,3,3,0.23076923076923078,0.4375,neutral or dissatisfied,14.0,2.9,0.0,1.0,0.0,0.0
35,0.1782065834279228,3,4,2,3,4,3,5,5,4,3,4,3,5,5,0.38461538461538464,-0.0625,neutral or dissatisfied,8.0,4.1,0.0,1.0,0.0,0.0
22,-0.40068104426787743,5,5,5,1,5,5,5,5,5,5,3,2,4,4,-0.23076923076923078,-0.0625,satisfied,0.0,4.3,2.0,0.0,0.0,0.0
27,1.1373439273552781,3,3,3,3,3,3,4,3,4,3,3,5,4,3,-0.15384615384615385,-0.0625,satisfied,1.0,3.5,1.0,1.0,0.0,1.0
14,-0.3904653802497162,1,3,2,5,4,2,3,4,3,2,5,3,3,3,0.7692307692307693,1.625,neutral or dissatisfied,40.0,3.1,0.0,0.0,0.0,1.0
10,-0.8637911464245176,4,3,4,3,5,4,5,5,4,4,2,3,4,5,1.7692307692307692,0.3125,satisfied,32.0,4.1,2.0,1.0,0.0,0.0
17,0.3325766174801362,5,5,4,3,4,5,3,3,3,3,4,4,3,3,-0.23076923076923078,-0.0625,satisfied,0.0,3.5,2.0,1.0,0.0,0.0
31,0.626560726447219,3,4,4,2,4,4,4,5,4,3,2,2,5,5,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.7,2.0,0.0,1.0,1.0
35,2.093643586833144,3,4,2,3,1,3,2,2,3,2,4,2,2,2,0.38461538461538464,1.625,neutral or dissatisfied,35.0,2.3,0.0,0.0,0.0,0.0
47,0.2667423382519864,5,4,4,1,3,5,4,4,4,4,5,4,5,4,2.269230769230769,2.4375,satisfied,72.5,4.2,2.0,1.0,0.0,0.0
46,-0.811577752553916,3,4,4,4,4,3,3,3,3,3,3,1,3,4,1.4615384615384615,1.0,satisfied,39.0,3.0,2.0,0.0,0.0,0.0
49,1.6367763904653803,4,3,3,3,1,2,2,2,3,2,3,2,2,2,0.6923076923076923,2.0625,neutral or dissatisfied,46.0,2.3,1.0,0.0,0.0,1.0
35,0.3507377979568672,3,2,4,2,4,4,4,5,4,4,4,3,4,5,-0.15384615384615385,0.75,satisfied,14.0,4.0,2.0,0.0,0.0,0.0
50,0.5039727582292849,0,4,1,3,3,2,2,3,3,3,1,2,2,3,2.269230769230769,2.125,neutral or dissatisfied,67.5,2.2,0.0,0.0,0.0,0.0
8,1.391600454029512,2,3,2,3,2,1,3,2,2,2,3,4,3,2,0.0,-0.0625,neutral or dissatisfied,3.0,2.5,0.0,1.0,0.0,1.0
49,0.9500567536889898,1,1,2,3,3,2,2,2,2,2,3,4,1,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.2,0.0,0.0,0.0,1.0
39,0.6674233825198638,5,5,5,3,4,5,4,4,5,4,1,4,5,4,0.46153846153846156,0.6875,neutral or dissatisfied,21.0,4.0,2.0,0.0,1.0,0.0
54,0.49716231555051077,4,5,4,5,4,4,5,5,5,5,4,4,5,5,1.6923076923076923,0.625,satisfied,36.0,4.6,2.0,0.0,1.0,0.0
7,-0.45970488081725314,3,3,3,5,3,2,4,3,2,3,2,2,3,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.7,0.0,0.0,0.0,1.0
54,2.093643586833144,4,4,5,5,5,5,5,4,4,4,3,3,5,5,-0.15384615384615385,0.25,neutral or dissatisfied,6.0,4.2,2.0,0.0,0.0,0.0
16,-0.7514188422247446,3,4,3,4,4,2,3,3,4,3,3,3,3,4,0.07692307692307693,-0.0625,neutral or dissatisfied,4.0,3.3,1.0,0.0,0.0,1.0
57,1.5391600454029513,2,5,3,1,2,3,1,1,1,1,3,4,1,0,-0.07692307692307693,0.0625,neutral or dissatisfied,4.0,1.6,0.0,0.0,0.0,0.0
27,-0.04086265607264472,2,3,1,3,3,2,3,2,3,3,4,3,1,3,2.269230769230769,2.4375,neutral or dissatisfied,72.5,2.7,0.0,1.0,0.0,0.0
46,0.1543700340522134,2,2,1,3,1,2,2,1,2,1,3,3,2,1,-0.07692307692307693,-0.0625,neutral or dissatisfied,2.0,1.8,0.0,1.0,0.0,1.0
39,0.6469920544835415,2,3,2,3,4,3,5,5,4,4,3,4,3,4,-0.15384615384615385,-0.0625,neutral or dissatisfied,1.0,3.8,1.0,1.0,0.0,0.0
55,1.242905788876277,3,4,3,2,4,3,4,5,5,4,4,2,5,5,-0.15384615384615385,-0.0625,satisfied,1.0,4.1,2.0,1.0,0.0,0.0
42,0.8081725312145289,5,3,5,1,4,5,5,4,5,5,2,2,5,4,0.07692307692307693,0.125,neutral or dissatisfied,7.0,4.1,2.0,0.0,1.0,0.0
64,0.00340522133938706,3,3,3,3,3,4,3,3,3,3,3,3,2,2,0.07692307692307693,-0.0625,satisfied,4.0,2.8,1.0,0.0,0.0,1.0
29,-0.5073779795686719,4,2,4,3,2,3,2,3,3,2,3,2,3,3,-0.23076923076923078,-0.0625,satisfied,0.0,2.7,2.0,0.0,0.0,0.0
24,0.3688989784335982,3,5,4,3,2,3,2,2,3,2,2,5,2,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.6,1.0,1.0,0.0,1.0
30,1.0,4,2,4,3,4,3,4,3,4,3,2,3,3,3,0.46153846153846156,-0.0625,satisfied,9.0,3.3,2.0,0.0,0.0,0.0
49,-0.4858115777525539,2,3,2,4,4,1,5,4,5,4,3,4,5,4,0.46153846153846156,1.0,satisfied,26.0,4.0,2.0,0.0,0.0,0.0
50,0.46878547105561863,1,2,2,4,2,2,1,2,2,1,2,2,2,3,0.6153846153846154,1.5625,neutral or dissatisfied,37.0,1.8,0.0,0.0,1.0,1.0
21,-0.20771850170261066,3,3,4,3,3,3,4,3,3,3,4,3,4,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.3,0.0,1.0,0.0,1.0
27,-0.8240635641316686,3,3,3,3,2,3,2,1,1,2,3,2,2,2,-0.23076923076923078,-0.0625,satisfied,0.0,2.0,0.0,0.0,0.0,1.0
44,0.5664018161180476,3,3,3,3,5,4,5,5,5,4,4,2,5,5,2.1538461538461537,1.125,satisfied,50.0,4.3,2.0,1.0,0.0,0.0
59,0.0771850170261067,2,5,2,2,1,2,1,2,2,1,2,4,2,2,-0.15384615384615385,-0.0625,neutral or dissatisfied,1.0,1.9,0.0,0.0,0.0,0.0
29,0.8399545970488081,3,4,3,2,4,3,4,3,3,3,4,3,3,3,-0.07692307692307693,0.375,satisfied,9.0,3.3,0.0,0.0,0.0,0.0
19,-0.25539160045402953,3,4,2,4,5,2,4,4,3,3,2,4,4,4,-0.23076923076923078,-0.0625,satisfied,0.0,3.6,2.0,0.0,0.0,0.0
55,0.9330306469920545,4,5,4,3,4,4,5,4,5,4,2,4,4,4,-0.23076923076923078,-0.0625,satisfied,0.0,4.0,2.0,1.0,1.0,0.0
14,-0.3087400681044268,2,3,2,3,2,3,3,1,2,2,2,5,2,3,0.23076923076923078,0.6875,neutral or dissatisfied,18.0,2.4,0.0,1.0,0.0,0.0
48,0.40408626560726446,5,4,4,3,4,5,4,4,3,2,3,4,4,4,1.2307692307692308,0.5,neutral or dissatisfied,28.0,3.7,2.0,1.0,0.0,0.0
7,-0.4778660612939841,3,3,3,3,4,2,4,3,4,1,4,4,3,4,2.269230769230769,2.4375,neutral or dissatisfied,72.5,3.4,1.0,1.0,0.0,0.0
38,2.093643586833144,3,4,3,3,3,3,4,5,4,5,3,2,3,4,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.6,2.0,0.0,1.0,0.0
35,0.07945516458569807,4,3,4,3,3,4,5,3,4,3,3,3,4,4,0.0,0.6875,satisfied,15.0,3.6,2.0,0.0,0.0,0.0
28,0.02043132803632236,5,5,4,2,2,4,3,3,3,2,2,3,3,2,-0.23076923076923078,-0.0625,satisfied,0.0,2.8,0.0,1.0,0.0,0.0
62,1.1623155505107832,3,3,3,2,3,2,2,3,3,3,2,1,2,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.5,0.0,0.0,0.0,0.0
39,1.257661748013621,5,2,5,4,3,5,3,4,3,4,4,3,5,4,-0.15384615384615385,-0.0625,satisfied,1.0,3.8,2.0,1.0,0.0,0.0
37,1.1430192962542565,3,3,2,3,4,2,3,3,3,2,4,2,3,4,2.0,0.8125,neutral or dissatisfied,43.0,3.1,0.0,1.0,0.0,1.0
36,0.9284903518728718,3,4,2,4,2,4,2,3,4,3,4,4,3,3,0.23076923076923078,0.875,satisfied,21.0,3.1,2.0,0.0,0.0,0.0
28,-0.6640181611804767,2,2,2,2,3,2,3,2,3,3,5,3,3,3,2.269230769230769,2.4375,satisfied,72.5,3.0,0.0,1.0,0.0,1.0
67,0.08626560726447219,2,4,3,3,4,2,5,5,4,4,3,3,4,4,-0.23076923076923078,-0.0625,satisfied,0.0,3.8,1.0,1.0,0.0,0.0
34,2.093643586833144,3,4,3,3,3,2,4,3,3,3,4,3,2,4,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.2,0.0,1.0,0.0,1.0
68,-0.4642451759364359,1,3,1,3,3,1,1,2,1,1,2,4,1,1,1.6153846153846154,2.125,neutral or dissatisfied,59.0,1.7,0.0,1.0,1.0,1.0
28,0.4869466515323496,3,4,2,0,3,3,2,2,2,2,3,1,2,2,0.0,0.125,neutral or dissatisfied,6.0,2.2,0.0,0.0,1.0,1.0
40,-0.32122587968217936,1,3,2,4,3,2,2,2,3,2,3,3,2,2,0.7692307692307693,-0.0625,neutral or dissatisfied,13.0,2.3,0.0,1.0,0.0,1.0
33,-0.40749148694665155,3,4,2,3,1,2,2,1,0,2,2,2,2,2,0.07692307692307693,0.0625,neutral or dissatisfied,6.0,1.7,0.0,0.0,0.0,1.0
28,-0.376844494892168,5,4,4,2,3,4,5,4,3,4,4,3,3,3,0.46153846153846156,0.6875,neutral or dissatisfied,21.0,3.7,2.0,0.0,0.0,0.0
37,0.9761634506242906,5,3,4,2,3,5,3,3,3,4,3,3,3,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.3,2.0,0.0,1.0,0.0
65,-0.6833144154370034,4,3,4,3,5,4,5,5,3,4,3,5,4,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.3,2.0,1.0,0.0,0.0
59,0.3439273552780931,5,4,4,2,4,5,4,4,5,4,3,3,5,5,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,4.2,2.0,0.0,0.0,1.0
40,-0.32122587968217936,2,3,2,5,2,3,2,2,3,2,3,5,2,2,1.3076923076923077,1.25,neutral or dissatisfied,41.0,2.5,0.0,1.0,0.0,1.0
19,1.4426787741203178,4,5,5,3,3,4,4,5,4,4,3,3,4,5,-0.15384615384615385,1.0625,neutral or dissatisfied,19.0,3.9,2.0,0.0,0.0,0.0
45,-0.8002270147559591,3,3,2,4,0,2,1,1,1,1,2,3,2,1,0.6923076923076923,-0.0625,satisfied,12.0,1.5,0.0,1.0,0.0,0.0
32,-0.170261066969353,2,4,3,3,2,3,2,3,2,3,3,2,2,2,0.23076923076923078,-0.0625,neutral or dissatisfied,6.0,2.3,0.0,1.0,0.0,0.0
26,0.8853575482406356,3,4,4,2,3,3,3,3,3,3,3,2,3,3,-0.07692307692307693,0.1875,neutral or dissatisfied,6.0,2.9,1.0,0.0,1.0,0.0
50,-0.6118047673098751,2,2,2,4,2,2,2,2,2,3,4,3,1,2,0.07692307692307693,0.125,neutral or dissatisfied,7.0,2.3,0.0,1.0,0.0,0.0
21,0.2905788876276958,3,4,3,2,2,3,4,2,2,3,3,3,4,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.8,0.0,1.0,1.0,0.0
42,0.337116912599319,2,4,2,2,2,2,3,3,4,2,2,4,3,4,-0.23076923076923078,-0.0625,satisfied,0.0,2.9,0.0,0.0,0.0,1.0
47,-0.028376844494892167,4,5,4,3,5,4,4,4,5,5,2,5,3,4,1.1538461538461537,1.6875,neutral or dissatisfied,46.0,4.1,2.0,0.0,0.0,0.0
50,-0.33825198637911463,2,3,3,3,2,3,2,2,2,2,3,4,2,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.3,1.0,0.0,1.0,1.0
21,0.28036322360953464,5,5,5,1,5,5,5,5,5,4,2,2,5,5,1.3076923076923077,1.75,satisfied,49.0,4.3,2.0,0.0,0.0,0.0
65,0.6923950056753689,4,5,3,3,2,4,0,1,1,1,3,2,1,2,0.6923076923076923,1.25,neutral or dissatisfied,33.0,1.7,0.0,1.0,0.0,0.0
44,1.1225879682179343,3,3,4,2,2,3,4,4,3,3,5,3,4,3,1.6923076923076923,0.5625,satisfied,35.0,3.4,2.0,0.0,0.0,0.0
40,-0.6254256526674233,5,5,5,3,3,4,5,4,4,4,4,1,4,4,0.8461538461538461,1.3125,satisfied,36.0,3.8,2.0,0.0,0.0,0.0
20,-0.3246311010215664,5,5,4,3,3,4,5,5,4,3,2,4,3,5,-0.23076923076923078,-0.0625,satisfied,0.0,3.9,2.0,1.0,0.0,0.0
27,0.09534619750283768,3,5,2,2,2,2,2,1,2,3,2,1,1,2,2.0,1.8125,neutral or dissatisfied,59.0,1.9,0.0,0.0,0.0,1.0
34,-0.753688989784336,4,4,4,3,4,5,5,4,4,4,4,2,5,5,0.5384615384615384,-0.0625,satisfied,10.0,4.1,2.0,0.0,0.0,0.0
39,0.5278093076049943,2,5,2,2,4,3,4,4,2,3,4,4,3,3,1.4615384615384615,1.625,neutral or dissatisfied,49.0,3.3,1.0,1.0,0.0,0.0
45,-0.3995459704880817,4,4,4,4,5,5,5,4,5,3,5,4,3,5,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,4.3,2.0,1.0,0.0,0.0
34,0.0022701475595913734,2,4,3,3,2,3,1,2,2,2,3,4,1,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.1,1.0,1.0,0.0,0.0
61,0.11350737797956867,4,5,4,3,4,3,5,5,5,4,4,2,5,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.3,2.0,0.0,0.0,0.0
34,-0.38933030646992056,2,4,1,0,3,2,2,3,2,2,4,4,3,1,2.269230769230769,2.4375,neutral or dissatisfied,72.5,2.6,0.0,1.0,0.0,0.0
42,-0.735527809307605,5,5,5,3,4,4,3,4,3,2,1,3,4,3,-0.23076923076923078,-0.0625,satisfied,0.0,3.2,2.0,0.0,1.0,0.0
57,0.049943246311010214,4,3,4,5,0,3,1,2,2,2,3,2,2,1,2.269230769230769,2.4375,neutral or dissatisfied,72.5,1.9,0.0,1.0,0.0,1.0
31,-0.2542565266742338,1,2,2,4,4,2,4,3,3,4,5,2,3,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.2,0.0,1.0,0.0,0.0
19,0.29511918274687854,3,3,3,3,3,2,3,3,3,3,4,3,4,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.2,1.0,1.0,0.0,0.0
33,-0.489216799091941,4,3,5,3,2,4,3,2,1,2,4,3,3,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.6,1.0,0.0,1.0,0.0
53,0.9511918274687855,4,3,4,3,3,3,5,4,3,4,5,5,4,5,0.38461538461538464,-0.0625,satisfied,8.0,4.2,2.0,1.0,0.0,0.0
41,0.30533484676503975,0,3,0,4,2,0,2,3,3,2,3,4,4,3,0.23076923076923078,0.8125,satisfied,20.0,2.6,0.0,1.0,0.0,0.0
50,-0.6787741203178207,4,3,4,3,2,4,2,0,2,2,3,3,2,1,0.23076923076923078,-0.0625,neutral or dissatisfied,6.0,2.1,0.0,0.0,0.0,1.0
20,0.16004540295119182,3,4,3,3,3,3,2,2,2,2,4,3,2,2,-0.23076923076923078,-0.0625,satisfied,0.0,2.5,0.0,0.0,0.0,1.0
15,0.38819523269012485,3,5,4,1,3,4,3,2,3,3,5,4,3,2,0.0,-0.0625,neutral or dissatisfied,3.0,3.1,1.0,0.0,0.0,0.0
48,-0.5607264472190693,3,3,2,1,1,2,1,1,1,2,5,2,1,1,2.076923076923077,2.1875,neutral or dissatisfied,66.0,1.8,0.0,1.0,1.0,0.0
45,1.2326901248581157,4,5,3,2,3,3,3,2,4,3,3,3,3,3,0.5384615384615384,0.3125,neutral or dissatisfied,16.0,3.1,1.0,0.0,0.0,0.0
26,0.3132803632236095,1,1,1,5,2,1,2,1,2,1,4,1,2,1,0.38461538461538464,0.625,neutral or dissatisfied,19.0,1.7,0.0,0.0,0.0,0.0
22,-0.7514188422247446,3,3,2,2,2,3,3,2,3,1,4,4,4,3,1.3076923076923077,0.0625,satisfied,22.0,2.9,1.0,0.0,0.0,1.0
37,-0.6901248581157775,4,5,3,3,2,4,1,2,2,2,4,4,2,2,0.8461538461538461,0.6875,satisfied,26.0,2.5,2.0,0.0,0.0,0.0
39,-0.322360953461975,4,4,5,5,3,4,4,4,4,2,3,4,3,3,-0.15384615384615385,-0.0625,neutral or dissatisfied,1.0,3.4,2.0,0.0,0.0,1.0
21,-0.49943246311010214,4,5,4,3,4,4,4,2,4,4,2,2,4,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.3,2.0,0.0,0.0,0.0
39,0.6901248581157775,5,4,5,4,4,5,4,5,4,4,5,3,4,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.3,2.0,1.0,0.0,0.0
18,0.08967082860385925,4,2,3,3,2,2,2,4,4,3,3,3,4,3,1.0,-0.0625,neutral or dissatisfied,16.0,3.2,1.0,1.0,0.0,1.0
30,-0.738933030646992,5,5,4,2,4,4,4,4,5,4,4,2,4,4,-0.23076923076923078,-0.0625,satisfied,0.0,4.0,2.0,1.0,1.0,0.0
20,0.09761634506242906,3,5,3,3,5,4,3,2,3,1,5,3,3,3,0.9230769230769231,0.3125,neutral or dissatisfied,21.0,3.1,0.0,1.0,0.0,1.0
38,-0.58683314415437,2,2,1,3,3,2,4,3,3,3,3,5,3,4,-0.07692307692307693,0.5,neutral or dissatisfied,11.0,3.3,0.0,0.0,0.0,1.0
30,0.8093076049943246,3,4,1,3,1,1,3,1,2,1,2,3,3,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.1,0.0,0.0,0.0,0.0
60,-0.656072644721907,3,5,4,1,4,4,4,5,4,3,5,4,3,4,-0.23076923076923078,-0.0625,satisfied,0.0,3.9,2.0,0.0,0.0,0.0
44,0.15550510783200908,2,2,2,2,1,1,2,0,2,2,4,4,1,1,0.07692307692307693,0.0625,neutral or dissatisfied,6.0,1.9,0.0,0.0,0.0,0.0
20,-0.5539160045402951,4,5,4,2,3,5,4,4,4,3,4,3,3,4,2.269230769230769,1.375,satisfied,55.5,3.6,2.0,1.0,0.0,0.0
53,1.808172531214529,5,5,5,3,5,3,5,5,5,5,4,5,5,5,1.4615384615384615,0.3125,neutral or dissatisfied,28.0,4.9,2.0,0.0,0.0,0.0
37,0.27809307604994327,3,5,3,3,1,3,1,1,0,1,3,5,1,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,1.8,0.0,0.0,1.0,0.0
51,-0.15096481271282633,4,4,4,3,4,4,5,5,5,4,4,4,5,5,1.4615384615384615,1.25,satisfied,43.0,4.5,2.0,1.0,0.0,0.0
20,-0.547105561861521,2,3,2,2,2,1,1,0,2,1,2,4,0,1,1.6153846153846154,1.8125,neutral or dissatisfied,54.0,1.5,0.0,0.0,0.0,1.0
49,-0.32349602724177073,3,4,3,4,3,3,2,3,2,3,3,4,3,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.8,0.0,1.0,0.0,1.0
70,2.093643586833144,3,5,4,4,3,4,4,3,4,3,3,2,3,3,-0.15384615384615385,-0.0625,neutral or dissatisfied,1.0,3.1,2.0,1.0,0.0,1.0
48,1.11577752553916,3,3,3,4,1,3,3,3,3,2,2,3,3,2,0.0,1.125,satisfied,22.0,2.5,2.0,0.0,0.0,0.0
31,-0.8933030646992054,5,5,4,2,3,5,4,5,4,5,3,3,5,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.2,2.0,1.0,1.0,0.0
57,0.019296254256526674,4,4,4,3,3,4,4,4,4,4,3,3,4,4,0.23076923076923078,-0.0625,neutral or dissatisfied,6.0,3.7,2.0,0.0,0.0,0.0
29,0.1611804767309875,3,2,2,4,1,3,3,3,2,2,3,4,3,4,0.15384615384615385,0.25,neutral or dissatisfied,10.0,2.8,0.0,0.0,1.0,1.0
47,0.6174801362088536,2,2,1,3,0,2,2,1,2,2,3,1,1,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,1.6,0.0,0.0,0.0,1.0
73,-0.08286038592508513,1,3,1,2,3,2,3,3,4,2,4,5,3,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.1,0.0,0.0,0.0,1.0
